,KMeans Execution Time,MiniBatchKMeans Execution Time,Inertia Delta
52828.28282828283,0.2576930522918701,0.0747220516204834,10.720994132221676
54323.232323232325,0.26200008392333984,0.06889796257019043,20.99390006053727
55818.181818181816,0.3112368583679199,0.06341004371643066,41.12091455920745
57313.131313131315,0.2991180419921875,0.04097294807434082,49.68238568648667
58808.080808080806,0.25716185569763184,0.046527862548828125,91.55995246227394
60303.030303030304,0.3083512783050537,0.06766271591186523,46.101605372619815
61797.979797979795,0.3169708251953125,0.0702967643737793,153.80740432937455
63292.92929292929,0.3045809268951416,0.04378223419189453,72.92892399493576
64787.878787878784,0.284991979598999,0.05086779594421387,20.323640002839966
66282.82828282828,0.2852060794830322,0.04126095771789551,49.87182241280243
67777.77777777778,0.2809438705444336,0.06922292709350586,9.303320059458201
69272.72727272726,0.3226888179779053,0.06746077537536621,37.130136621010024
70767.67676767676,0.2662670612335205,0.061921119689941406,7.785797701479169
72262.62626262626,0.29413414001464844,0.05995321273803711,30.36247392930818
73757.57575757576,0.25669002532958984,0.05826616287231445,15.813862900336972
75252.52525252526,0.25920915603637695,0.10004401206970215,1.6492285657586763
76747.47474747474,0.2760460376739502,0.05632305145263672,9.411252620797313
78242.42424242424,0.25777482986450195,0.040756940841674805,86.35762769717257
79737.37373737374,0.2599809169769287,0.041023969650268555,57.600960876799945
81232.32323232324,0.279940128326416,0.041417837142944336,67.87274868976965
82727.27272727272,0.2595829963684082,0.040296077728271484,97.41396724463266
84222.22222222222,0.2565770149230957,0.05547595024108887,19.2102978535695
85717.17171717172,0.2785637378692627,0.05477714538574219,51.1639152094358
87212.12121212122,0.25709009170532227,0.05702710151672363,21.362914094315784
88707.0707070707,0.2623720169067383,0.08150911331176758,3.7232625763572287
90202.0202020202,0.28664708137512207,0.09180688858032227,1.046342485533387
91696.9696969697,0.26024913787841797,0.04173421859741211,94.4654490756584
93191.9191919192,0.2600688934326172,0.04224085807800293,202.08354565274203
94686.86868686868,0.2751452922821045,0.041358232498168945,121.25835889650625
96181.81818181818,0.2603452205657959,0.05240607261657715,21.857646209544328
97676.76767676767,0.25851893424987793,0.05272173881530762,46.64098324223596
99171.71717171717,0.2825591564178467,0.043435096740722656,177.14964177397633
100666.66666666667,0.2630038261413574,0.04587817192077637,31.490643775650824
102161.61616161616,0.2674543857574463,0.05080389976501465,36.18993414556462
103656.56565656565,0.2890312671661377,0.04935097694396973,222.4921011118713
105151.51515151515,0.2733471393585205,0.08985590934753418,6.452616516027774
106646.46464646465,0.27532100677490234,0.06776976585388184,24.223516269274114
108141.41414141413,0.3135702610015869,0.05480384826660156,132.92291862501588
109636.36363636363,0.2628328800201416,0.052973031997680664,28.353368559961382
111131.31313131313,0.28762006759643555,0.06776809692382812,13.964063597872155
112626.26262626263,0.2688438892364502,0.08871603012084961,71.01827641556883
114121.21212121211,0.2560582160949707,0.0896461009979248,8.846042867131473
115616.16161616161,0.2965970039367676,0.061979055404663086,12.979687210652628
117111.11111111111,0.28064608573913574,0.05819416046142578,22.110162148623203
118606.06060606061,0.32810115814208984,0.10904192924499512,35.42891697464802
120101.01010101009,0.2840566635131836,0.04684281349182129,103.92346978966088
121595.95959595959,0.2590489387512207,0.052139997482299805,62.70613036978466
123090.90909090909,0.26044178009033203,0.05651092529296875,64.52576935072284
124585.85858585859,0.2821769714355469,0.05134987831115723,31.61587857567065
126080.80808080808,0.2611708641052246,0.04800987243652344,33.3755642782271
127575.75757575757,0.26982808113098145,0.060109853744506836,134.73606733039196
129070.70707070707,0.27418088912963867,0.05036187171936035,69.25997376869782
130565.65656565657,0.26447010040283203,0.08861422538757324,3.427226876032364
132060.60606060608,0.2692899703979492,0.10647988319396973,9.468855155726487
133555.55555555556,0.27632808685302734,0.08742284774780273,4.654633996156917
135050.50505050505,0.26416468620300293,0.08606386184692383,37.98612038347346
136545.45454545453,0.28679895401000977,0.0907137393951416,2.8503217438192223
138040.40404040404,0.2623300552368164,0.05269026756286621,13.41792310011806
139535.35353535353,0.2591588497161865,0.05185294151306152,120.66195145717938
141030.30303030304,0.2889978885650635,0.052026987075805664,54.725456987609505
142525.25252525252,0.2599167823791504,0.04869222640991211,325.16136073085363
144020.202020202,0.2609398365020752,0.052548885345458984,79.65110876489052
145515.15151515152,0.2795979976654053,0.08365821838378906,70.34396249778365
147010.101010101,0.2592499256134033,0.04865908622741699,73.04138185841293
148505.05050505052,0.2555849552154541,0.050019025802612305,238.87951455215807
150000.0,0.27834200859069824,0.052147865295410156,211.50193533433048
